,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,list_status,list_date,delist_date
2809,600000,浦发银行,上海,银行,上海浦东发展银行股份有限公司,"Shanghai Pudong Development Bank Co.,Ltd.",pfyh,主板,SSE,L,19991110,
2810,600004,白云机场,广东,机场,广州白云国际机场股份有限公司,Guangzhou Baiyun International Airport Company Limited,byjc,主板,SSE,L,20030428,
2811,600006,东风汽车,湖北,汽车整车,东风汽车股份有限公司,"Dongfeng Automobile Co.,Ltd.",dfqc,主板,SSE,L,19990727,
2812,600007,中国国贸,北京,园区开发,中国国际贸易中心股份有限公司,"China World Trade Center Co.,Ltd.",zggm,主板,SSE,L,19990312,
2813,600008,首创环保,北京,环境保护,北京首创生态环保集团股份有限公司,"Beijing Capital Eco-Environment Protection Groupco.,Ltd.",schb,主板,SSE,L,20000427,
2814,600009,上海机场,上海,机场,上海国际机场股份有限公司,"Shanghai International Airport Co.,Ltd.",shjc,主板,SSE,L,19980218,
2815,600010,包钢股份,内蒙,普钢,内蒙古包钢钢联股份有限公司,"Inner Mongolia Baotou Steel Union Co.,Ltd",bggf,主板,SSE,L,20010309,
2816,600011,华能国际,北京,火力发电,华能国际电力股份有限公司,"Huaneng Power International,Inc.",hngj,主板,SSE,L,20011206,
2817,600012,皖通高速,安徽,路桥,安徽皖通高速公路股份有限公司,Anhui Expressway Company Limited,wtgs,主板,SSE,L,20030107,
2818,600015,华夏银行,北京,银行,华夏银行股份有限公司,"Hua Xia Bank Co.,Limited",hxyh,主板,SSE,L,20030912,
2819,600016,民生银行,北京,银行,中国民生银行股份有限公司,"China Minsheng Banking Corp., Ltd.",msyh,主板,SSE,L,20001219,
2820,600017,日照港,山东,港口,日照港股份有限公司,"Rizhao Port Co.,Ltd.",rzg,主板,SSE,L,20061017,
2821,600018,上港集团,上海,港口,上海国际港务(集团)股份有限公司,"Shanghai International Port (Group) Co., Ltd.",sgjt,主板,SSE,L,20061026,
2822,600019,宝钢股份,上海,普钢,宝山钢铁股份有限公司,"Baoshan Iron & Steel Co.,Ltd.",bggf,主板,SSE,L,20001212,
2823,600020,中原高速,河南,路桥,河南中原高速公路股份有限公司,"Henan Zhongyuan Expressway Co.,Ltd.",zygs,主板,SSE,L,20030808,
2824,600021,上海电力,上海,火力发电,上海电力股份有限公司,"Shanghai Electric Power Co.,Ltd",shdl,主板,SSE,L,20031029,
2825,600022,山东钢铁,山东,普钢,山东钢铁股份有限公司,Shandong Iron and Steel Company Ltd,sdgt,主板,SSE,L,20040629,
2826,600023,浙能电力,浙江,火力发电,浙江浙能电力股份有限公司,"Zhejiang Zheneng Electric Power Co.,Ltd",zndl,主板,SSE,L,20131219,
2827,600025,华能水电,云南,水力发电,华能澜沧江水电股份有限公司,Huaneng Lancang River Hydropower Inc.,hnsd,主板,SSE,L,20171215,
2828,600026,中远海能,上海,水运,中远海运能源运输股份有限公司,"Cosco Shipping Energy Transportation Co., Ltd.",zyhn,主板,SSE,L,20020523,
2829,600027,华电国际,山东,火力发电,华电国际电力股份有限公司,Huadian Power International Corporation Limited,hdgj,主板,SSE,L,20050203,
2830,600028,中国石化,北京,石油加工,中国石油化工股份有限公司,China Petroleum & Chemical Corporation,zgsh,主板,SSE,L,20010808,
2831,600029,南方航空,广东,空运,中国南方航空股份有限公司,China Southern Airlines Company Limited,nfhk,主板,SSE,L,20030725,
2832,600030,中信证券,深圳,证券,中信证券股份有限公司,CITIC Securities Company Limited,zxzq,主板,SSE,L,20030106,
2833,600031,三一重工,北京,工程机械,三一重工股份有限公司,"Sany Heavy Industry Co.,Ltd",syzg,主板,SSE,L,20030703,
2834,600032,浙江新能,浙江,新型电力,浙江省新能源投资集团股份有限公司,"Zhejiang Provincial New Energy Investment Group Co., Ltd.",zjxn,主板,SSE,L,20210525,
2835,600033,福建高速,福建,路桥,福建发展高速公路股份有限公司,"Fujian Expressway Development Co.,Ltd",fjgs,主板,SSE,L,20010209,
2836,600035,楚天高速,湖北,路桥,湖北楚天智能交通股份有限公司,"Hubei Chutian Smart Communication Co.,Ltd.",ctgs,主板,SSE,L,20040310,
2837,600036,招商银行,深圳,银行,招商银行股份有限公司,"China Merchants Bank Co., Ltd.",zsyh,主板,SSE,L,20020409,
2838,600037,歌华有线,北京,影视音像,北京歌华有线电视网络股份有限公司,"Beijing Gehua Catv Network Co.,Ltd.",ghyx,主板,SSE,L,20010208,
2839,600038,中直股份,黑龙江,航空,中航直升机股份有限公司,Avicopter Plc.,zzgf,主板,SSE,L,20001218,
2840,600039,四川路桥,四川,建筑工程,四川路桥建设集团股份有限公司,"Sichuan Road & Bridge Group Co.,Ltd.",sclq,主板,SSE,L,20030325,
2841,600048,保利发展,广东,全国地产,保利发展控股集团股份有限公司,"Poly Developments and Holdings Group Co., Ltd.",blfz,主板,SSE,L,20060731,
2842,600050,中国联通,北京,电信运营,中国联合网络通信股份有限公司,China United Network Communications Limited,zglt,主板,SSE,L,20021009,
2843,600051,宁波联合,浙江,综合类,宁波联合集团股份有限公司,"Ningbo United Group Co.,Ltd.",nblh,主板,SSE,L,19970410,
2844,600052,东望时代,浙江,供气供热,浙江东望时代科技股份有限公司,"Zhejiang Dongwang Times Technology Co., Ltd.",dwsd,主板,SSE,L,19970415,
2845,600053,九鼎投资,江西,多元金融,昆吾九鼎投资控股股份有限公司,"Kunwu Jiuding Investment Holdings Co., Ltd",jdtz,主板,SSE,L,19970418,
2846,600054,黄山旅游,安徽,旅游景点,黄山旅游发展股份有限公司,"Huangshan Tourism Development Co.,Ltd.",hsly,主板,SSE,L,19970506,
2847,600055,万东医疗,北京,医疗保健,北京万东医疗科技股份有限公司,"Beijing Wandong Medical Technology Co., Ltd.",wdyl,主板,SSE,L,19970519,
2848,600056,中国医药,北京,医药商业,中国医药健康产业股份有限公司,"China Meheco Group Co., Ltd.",zgyy,主板,SSE,L,19970515,
2849,600057,厦门象屿,福建,仓储物流,厦门象屿股份有限公司,"Xiamen Xiangyu Co., Ltd.",xmxy,主板,SSE,L,19970604,
2850,600058,五矿发展,北京,商贸代理,五矿发展股份有限公司,"Minmetals Development Co.,Ltd",wkfz,主板,SSE,L,19970528,
2851,600059,古越龙山,浙江,红黄酒,浙江古越龙山绍兴酒股份有限公司,"Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd",gyls,主板,SSE,L,19970516,
2852,600060,海信视像,山东,家用电器,海信视像科技股份有限公司,"Hisense Visual Technology Co.,Ltd.",hxsx,主板,SSE,L,19970422,
2853,600061,国投资本,上海,证券,国投资本股份有限公司,"SDIC Capital Co., Ltd",gtzb,主板,SSE,L,19970519,
2854,600062,华润双鹤,北京,化学制药,华润双鹤药业股份有限公司,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",hrsh,主板,SSE,L,19970522,
2855,600063,皖维高新,安徽,化纤,安徽皖维高新材料股份有限公司,"Anhui Wanwei Updated High-Tech Material Industry Co.,Ltd",wwgx,主板,SSE,L,19970528,
2856,600064,南京高科,江苏,园区开发,南京高科股份有限公司,Nanjing Gaoke Company Limited,njgk,主板,SSE,L,19970506,
2857,600066,宇通客车,河南,汽车整车,宇通客车股份有限公司,"Yutong Bus Co.,Ltd.",ytkc,主板,SSE,L,19970508,
2858,600067,冠城大通,福建,区域地产,冠城大通股份有限公司,"Citychamp Dartong Co.,Ltd.",gcdt,主板,SSE,L,19970508,
2859,600070,ST富润,浙江,互联网,浙江富润数字科技股份有限公司,"Zhejiang Furun Digital Technology Co.,Ltd",stfr,主板,SSE,L,19970604,
2860,600071,凤凰光学,江西,元器件,凤凰光学股份有限公司,Phenix Optics Company Limited,fhgx,主板,SSE,L,19970528,
2861,600072,中船科技,上海,船舶,中船科技股份有限公司,"CSSC Science & Technology Co., Ltd",zckj,主板,SSE,L,19970603,
2862,600073,上海梅林,上海,食品,上海梅林正广和股份有限公司,"Shanghai Maling Aquarius Co.,Ltd.",shml,主板,SSE,L,19970704,
2863,600075,新疆天业,新疆,化工原料,新疆天业股份有限公司,"Xinjiang Tianye Co.,Ltd.",xjty,主板,SSE,L,19970617,
2864,600076,康欣新材,山东,广告包装,康欣新材料股份有限公司,"Kangxin New Materials Co.,Ltd",kxxc,主板,SSE,L,19970526,
2865,600077,*ST宋都,浙江,全国地产,宋都基业投资股份有限公司,"Sundy Land Investment Co., Ltd",stsd,主板,SSE,L,19970520,
2866,600078,ST澄星,江苏,化工原料,江苏澄星磷化工股份有限公司,"Jiangsu Chengxing Phosph-Chemical Co.,Ltd",stcx,主板,SSE,L,19970627,
2867,600079,人福医药,湖北,化学制药,人福医药集团股份公司,"Humanwell Healthcare (Group) Co.,Ltd.",rfyy,主板,SSE,L,19970606,
2868,600080,金花股份,陕西,中成药,金花企业(集团)股份有限公司,Ginwa Enterprise (Group) Inc.,jhgf,主板,SSE,L,19970612,
2869,600081,东风科技,上海,汽车配件,东风电子科技股份有限公司,"Dong Feng Electronic Technology Co.,Ltd.",dfkj,主板,SSE,L,19970703,
2870,600082,海泰发展,天津,园区开发,天津海泰科技发展股份有限公司,"Tianjin Hi-Tech Development Co.,Ltd.",htfz,主板,SSE,L,19970620,
2871,600083,博信股份,江苏,综合类,江苏博信投资控股股份有限公司,"Jiangsu Boxin Investing & Holdings Co.,Ltd.",bxgf,主板,SSE,L,19970606,
2872,600084,中葡股份,新疆,红黄酒,中信国安葡萄酒业股份有限公司,"CITIC Guoan Wine Co.,Ltd",zpgf,主板,SSE,L,19970711,
2873,600085,同仁堂,北京,中成药,北京同仁堂股份有限公司,"Beijing Tongrentang Co.,Ltd",trt,主板,SSE,L,19970625,
2874,600088,中视传媒,上海,影视音像,中视传媒股份有限公司,"China Television Media,Ltd.",zscm,主板,SSE,L,19970616,
2875,600089,特变电工,新疆,电气设备,特变电工股份有限公司,"TBEA Co.,Ltd.",tbdg,主板,SSE,L,19970618,
2876,600094,大名城,上海,区域地产,上海大名城企业股份有限公司,Greattown Holdings Ltd.,dmc,主板,SSE,L,19970703,
2877,600095,湘财股份,黑龙江,证券,湘财股份有限公司,"Xiangcai Co.,Ltd",xcgf,主板,SSE,L,19970708,
2878,600096,云天化,云南,农药化肥,云南云天化股份有限公司,"Yunnan Yuntianhua Co.,Ltd",yth,主板,SSE,L,19970709,
2879,600097,开创国际,上海,渔业,上海开创国际海洋资源股份有限公司,"Shanghai Kaichuang Marine International Co.,Ltd.",kcgj,主板,SSE,L,19970619,
2880,600098,广州发展,广东,火力发电,广州发展集团股份有限公司,Guangzhou Development Group Incorporated,gzfz,主板,SSE,L,19970718,
2881,600099,林海股份,江苏,汽车整车,林海股份有限公司,"Linhai Co.,Ltd.",lhgf,主板,SSE,L,19970704,
2882,600100,同方股份,北京,IT设备,同方股份有限公司,"Tsinghua Tongfang Co.,Ltd.",tfgf,主板,SSE,L,19970627,
2883,600101,明星电力,四川,水力发电,四川明星电力股份有限公司,"Sichuan Mingxing Electric Power Co.,Ltd.",mxdl,主板,SSE,L,19970627,
2884,600103,青山纸业,福建,造纸,福建省青山纸业股份有限公司,"Fujian Qingshan Paper Industry Co.,Ltd.",qszy,主板,SSE,L,19970703,
2885,600104,上汽集团,上海,汽车整车,上海汽车集团股份有限公司,SAIC Motor Corporation Limited,sqjt,主板,SSE,L,19971125,
2886,600105,永鼎股份,江苏,通信设备,江苏永鼎股份有限公司,Jiangsu Etern Company Limited,ydgf,主板,SSE,L,19970929,
2887,600106,重庆路桥,重庆,路桥,重庆路桥股份有限公司,"Chongqing Road&Bridge Co.,Ltd",cqlq,主板,SSE,L,19970618,
2888,600107,美尔雅,湖北,服饰,湖北美尔雅股份有限公司,"Hubei Mailyard Share Co.,Ltd",mey,主板,SSE,L,19971106,
2889,600108,亚盛集团,甘肃,种植业,甘肃亚盛实业(集团)股份有限公司,"Gansu Yasheng Industrial (Group) Co.,Ltd",ysjt,主板,SSE,L,19970818,
2890,600109,国金证券,四川,证券,国金证券股份有限公司,"Sinolink Securities Co., Ltd.",gjzq,主板,SSE,L,19970807,
2891,600110,诺德股份,吉林,电气设备,诺德新材料股份有限公司,"Nuode New Materials Co.,Ltd.",ndgf,主板,SSE,L,19971007,
2892,600111,北方稀土,内蒙,小金属,中国北方稀土(集团)高科技股份有限公司,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",bfxt,主板,SSE,L,19970924,
2893,600112,ST天成,贵州,电气设备,贵州长征天成控股股份有限公司,"Guizhou Changzheng Tiancheng Holding Co.,Ltd.",sttc,主板,SSE,L,19971127,
2894,600113,浙江东日,浙江,区域地产,浙江东日股份有限公司,Zhejiang Dong Ri Limited Company,zjdr,主板,SSE,L,19971021,
2895,600114,东睦股份,浙江,机械基件,东睦新材料集团股份有限公司,"NBTM New Materials Group Co., Ltd.",dmgf,主板,SSE,L,20040511,
2896,600115,中国东航,上海,空运,中国东方航空股份有限公司,China Eastern Airlines Corporation Limited,zgdh,主板,SSE,L,19971105,
2897,600116,三峡水利,重庆,水力发电,重庆三峡水利电力(集团)股份有限公司,"Chongqing Three Gorges Water Conservancy and Electric Power Co.,Ltd.",sxsl,主板,SSE,L,19970804,
2898,600117,*ST西钢,青海,特种钢,西宁特殊钢股份有限公司,"Xining Special Steel Co.,Ltd",stxg,主板,SSE,L,19971015,
2899,600118,中国卫星,北京,航空,中国东方红卫星股份有限公司,"China Spacesat Co.,Ltd.",zgwx,主板,SSE,L,19970908,
2900,600119,长江投资,上海,仓储物流,长发集团长江投资实业股份有限公司,"Y.U.D.Yangtze River Investment Industry Co.,Ltd.",cjtz,主板,SSE,L,19980115,
2901,600120,浙江东方,浙江,多元金融,浙江东方金融控股集团股份有限公司,"Zhejiang Orient Financial Holdings Group Co.,Ltd.",zjdf,主板,SSE,L,19971201,
2902,600121,郑州煤电,河南,煤炭开采,郑州煤电股份有限公司,"Zhengzhou Coal Industry & Electric Power Co.,Ltd.",zzmd,主板,SSE,L,19980107,
2903,600122,*ST宏图,江苏,电气设备,江苏宏图高科技股份有限公司,"Jiangsu Hongtu High Technology Co.,Ltd.",stht,主板,SSE,L,19980420,
2904,600123,兰花科创,山西,煤炭开采,山西兰花科技创业股份有限公司,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",lhkc,主板,SSE,L,19981217,
2905,600125,铁龙物流,辽宁,铁路,中铁铁龙集装箱物流股份有限公司,"China Railway Tielong Container Logistics Co.,Ltd",tlwl,主板,SSE,L,19980511,
2906,600126,杭钢股份,浙江,普钢,杭州钢铁股份有限公司,"Hang Zhou Iron & Steel Co.,Ltd.",hggf,主板,SSE,L,19980311,
2907,600127,金健米业,湖南,农业综合,金健米业股份有限公司,"Jinjian Cereals Industry Co.,Ltd.",jjmy,主板,SSE,L,19980506,
2908,600128,弘业股份,江苏,商贸代理,江苏弘业股份有限公司,Jiangsu Holly Corporation,hygf,主板,SSE,L,19970901,
2909,600129,太极集团,重庆,中成药,重庆太极实业(集团)股份有限公司,"Chongqing Taiji Industry (Group) Co.,Ltd",tjjt,主板,SSE,L,19971118,
2910,600130,波导股份,浙江,元器件,宁波波导股份有限公司,"Ningbo Bird Co.,Ltd.",bdgf,主板,SSE,L,20000706,
2911,600131,国网信通,四川,通信设备,国网信息通信股份有限公司,"State Grid Information&Telecommunication Co.,Ltd",gwxt,主板,SSE,L,19980402,
2912,600132,重庆啤酒,重庆,啤酒,重庆啤酒股份有限公司,"Chongqing Brewery Co.,Ltd.",cqpj,主板,SSE,L,19971030,
2913,600133,东湖高新,湖北,建筑工程,武汉东湖高新集团股份有限公司,"Wuhan East Lake High Technology Group Co.,Ltd.",dhgx,主板,SSE,L,19980212,
2914,600135,乐凯胶片,河北,化工原料,乐凯胶片股份有限公司,Lucky Film Company Limited,lkjp,主板,SSE,L,19980122,
2915,600136,*ST明诚,湖北,影视音像,武汉当代明诚文化体育集团股份有限公司,"Wuhan Ddmc Culture & Sports Co.,Ltd.",stmc,主板,SSE,L,19980303,
2916,600137,浪莎股份,四川,服饰,四川浪莎控股股份有限公司,Sichuan Langsha Holding Ltd.,lsgf,主板,SSE,L,19980416,
2917,600138,中青旅,北京,旅游服务,中青旅控股股份有限公司,"China CYTS Tours Holding Co.,Ltd.",zql,主板,SSE,L,19971203,
2918,600141,兴发集团,湖北,农药化肥,湖北兴发化工集团股份有限公司,"Hubei Xingfa Chemicals Group Co.,Ltd",xfjt,主板,SSE,L,19990616,
2919,600143,金发科技,广东,塑料,金发科技股份有限公司,"Kingfa Sci.&Tech. Co.,Ltd.",jfkj,主板,SSE,L,20040623,
2920,600148,长春一东,吉林,汽车配件,长春一东离合器股份有限公司,"Changchun Yidong Clutch Co.,Ltd",ccyd,主板,SSE,L,19980520,
2921,600149,廊坊发展,河北,综合类,廊坊发展股份有限公司,"Langfang Development Co.,Ltd.",lffz,主板,SSE,L,19991014,
2922,600150,中国船舶,上海,船舶,中国船舶工业股份有限公司,China CSSC Holdings Limited,zgcb,主板,SSE,L,19980520,
2923,600151,航天机电,上海,汽车配件,上海航天汽车机电股份有限公司,"Shanghai Aerospace Automobile Electromechanical Co.,Ltd.",htjd,主板,SSE,L,19980605,
2924,600152,维科技术,浙江,电气设备,维科技术股份有限公司,"Veken Technology.,Ltd.",wkjs,主板,SSE,L,19980609,
2925,600153,建发股份,福建,仓储物流,厦门建发股份有限公司,Xiamen C&D Inc.,jfgf,主板,SSE,L,19980616,
2926,600155,华创云信,北京,证券,华创云信数字技术股份有限公司,"Polaris Bay Group Co.,Ltd.",hcyx,主板,SSE,L,19980918,
2927,600156,华升股份,湖南,纺织,湖南华升股份有限公司,"Hunan Huasheng Co.,Ltd",hsgf,主板,SSE,L,19980527,
2928,600157,永泰能源,山西,火力发电,永泰能源集团股份有限公司,"Wintime Energy Group Co.,Ltd.",ytny,主板,SSE,L,19980513,
2929,600158,中体产业,天津,文教休闲,中体产业集团股份有限公司,"China Sports Industry Group Co.,Ltd",ztcy,主板,SSE,L,19980327,
2930,600159,大龙地产,北京,区域地产,北京市大龙伟业房地产开发股份有限公司,"Beijing Dalong Weiye Real Estate Development Co.,Ltd",dldc,主板,SSE,L,19980526,
2931,600160,巨化股份,浙江,化工原料,浙江巨化股份有限公司,"Zhejiang Juhua Co.,Ltd",jhgf,主板,SSE,L,19980626,
2932,600161,天坛生物,北京,生物制药,北京天坛生物制品股份有限公司,Beijing Tiantan Biological Products Corporation Limited,ttsw,主板,SSE,L,19980616,
2933,600162,香江控股,深圳,全国地产,深圳香江控股股份有限公司,"Shenzhen Heungkong Holding Co.,Ltd",xjkg,主板,SSE,L,19980609,
2934,600163,中闽能源,福建,新型电力,中闽能源股份有限公司,"Zhongmin Energy Co., Ltd.",zmny,主板,SSE,L,19980602,
2935,600165,宁科生物,宁夏,化工原料,宁夏中科生物科技股份有限公司,"Ningxia Zhongke Biotechnology Co., Ltd",nksw,主板,SSE,L,19980529,
2936,600166,福田汽车,北京,汽车整车,北汽福田汽车股份有限公司,"Beiqi Foton Motor Co.,Ltd.",ftqc,主板,SSE,L,19980602,
2937,600167,联美控股,辽宁,供气供热,联美量子股份有限公司,"Luenmei Quantum Co.,Ltd",lmkg,主板,SSE,L,19990128,
2938,600168,武汉控股,湖北,水务,武汉三镇实业控股股份有限公司,"Wuhan Sanzhen Industry Holding Co.,Ltd",whkg,主板,SSE,L,19980427,
2939,600169,太原重工,山西,工程机械,太原重工股份有限公司,"Taiyuan Heavy Industry Co.,Ltd.",tyzg,主板,SSE,L,19980904,
2940,600170,上海建工,上海,建筑工程,上海建工集团股份有限公司,"Shanghai Construction Group Co., Ltd.",shjg,主板,SSE,L,19980623,
2941,600171,上海贝岭,上海,半导体,上海贝岭股份有限公司,"Shanghai Belling Corp.,Ltd",shbl,主板,SSE,L,19980924,
2942,600172,黄河旋风,河南,矿物制品,河南黄河旋风股份有限公司,"Henan Huanghe Whirlwind Co., Ltd",hhxf,主板,SSE,L,19981126,
2943,600173,卧龙地产,浙江,全国地产,卧龙资源集团股份有限公司,"Wolong Resources Group Co., Ltd.",wldc,主板,SSE,L,19990415,
2944,600176,中国巨石,浙江,玻璃,中国巨石股份有限公司,"China Jushi Co.,Ltd",zgjs,主板,SSE,L,19990422,
2945,600177,雅戈尔,浙江,服饰,雅戈尔集团股份有限公司,"Youngor Group Co.,Ltd.",yge,主板,SSE,L,19981119,
2946,600178,东安动力,黑龙江,汽车配件,哈尔滨东安汽车动力股份有限公司,"Harbin Dongan Auto Engine Co.,Ltd",dadl,主板,SSE,L,19981014,
2947,600179,安通控股,黑龙江,仓储物流,安通控股股份有限公司,"Antong Holdings Co., Ltd.",atkg,主板,SSE,L,19981104,
2948,600180,瑞茂通,山东,仓储物流,瑞茂通供应链管理股份有限公司,"CCS Supply Chain Management Co., Ltd.",rmt,主板,SSE,L,19980703,
2949,600182,S佳通,黑龙江,汽车配件,佳通轮胎股份有限公司,Giti Tire Corporation,sjt,主板,SSE,L,19990507,
2950,600183,生益科技,广东,元器件,广东生益科技股份有限公司,"Shengyi Technology Co.,Ltd.",sykj,主板,SSE,L,19981028,
2951,600184,光电股份,湖北,专用机械,北方光电股份有限公司,"North Electro-Optic Co.,Ltd.",gdgf,主板,SSE,L,20031106,
2952,600185,格力地产,广东,区域地产,格力地产股份有限公司,"Gree Real Estate Co.,Ltd",gldc,主板,SSE,L,19990611,
2953,600186,莲花健康,河南,食品,莲花健康产业集团股份有限公司,"Lotus Health Industry Group Co.,Ltd.",lhjk,主板,SSE,L,19980825,
2954,600187,国中水务,黑龙江,水务,黑龙江国中水务股份有限公司,"Heilongjiang Interchina Water Treatment Co.,Ltd",gzsw,主板,SSE,L,19981111,
2955,600188,兖矿能源,山东,煤炭开采,兖矿能源集团股份有限公司,Yankuang Energy Group Company Limited,ykny,主板,SSE,L,19980701,
2956,600189,泉阳泉,吉林,软饮料,吉林泉阳泉股份有限公司,"Jilin Quanyangquan Co.,Ltd",qyq,主板,SSE,L,19981007,
2957,600190,锦州港,辽宁,港口,锦州港股份有限公司,"Jinzhou Port Co., Ltd.",jzg,主板,SSE,L,19990609,
2958,600191,华资实业,内蒙,食品,包头华资实业股份有限公司,"Baotou Huazi Industry Co.,Ltd",hzsy,主板,SSE,L,19981210,
2959,600192,长城电工,甘肃,电气设备,兰州长城电工股份有限公司,"Lanzhou Greatwall Electrical Co.,Ltd",ccdg,主板,SSE,L,19981224,
2960,600193,创兴资源,上海,装修装饰,上海创兴资源开发股份有限公司,"Shanghai Prosolar Resources Development Co.,Ltd",cxzy,主板,SSE,L,19990527,
2961,600195,中牧股份,北京,农业综合,中牧实业股份有限公司,"China Animal Husbandry Industry Co.,Ltd.",zmgf,主板,SSE,L,19990107,
2962,600196,复星医药,上海,化学制药,上海复星医药(集团)股份有限公司,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",fxyy,主板,SSE,L,19980807,
2963,600197,伊力特,新疆,白酒,新疆伊力特实业股份有限公司,"Xinjiang Yilite Industry Co.,Ltd",ylt,主板,SSE,L,19990916,
2964,600198,大唐电信,北京,通信设备,大唐电信科技股份有限公司,"Datang Telecom Technology Co., Ltd",dtdx,主板,SSE,L,19981021,
2965,600199,金种子酒,安徽,白酒,安徽金种子酒业股份有限公司,"Anhui Golden Seed Winery Co.,Ltd.",jzzj,主板,SSE,L,19980812,
2966,600200,江苏吴中,江苏,化学制药,江苏吴中医药发展股份有限公司,"Jiangsu Wuzhong Pharmaceutical Development Co., Ltd.",jswz,主板,SSE,L,19990401,
2967,600201,生物股份,内蒙,农业综合,金宇生物技术股份有限公司,"Jinyu Bio-Technology Co.,Ltd.",swgf,主板,SSE,L,19990115,
2968,600202,哈空调,黑龙江,专用机械,哈尔滨空调股份有限公司,"Harbin Air Conditioning Co.,Ltd.",hkt,主板,SSE,L,19990603,
2969,600203,福日电子,福建,元器件,福建福日电子股份有限公司,"Fujian Furi Electronics Co., Ltd",frdz,主板,SSE,L,19990514,
2970,600206,有研新材,北京,半导体,有研新材料股份有限公司,"Grinm Advanced Materials Co.,Ltd.",yyxc,主板,SSE,L,19990319,
2971,600207,安彩高科,河南,电气设备,河南安彩高科股份有限公司,"Henan Ancai Hi-Tech Co.,Ltd",acgk,主板,SSE,L,19990714,
2972,600208,新湖中宝,浙江,全国地产,新湖中宝股份有限公司,"Xinhu Zhongbao Co.,Ltd.",xhzb,主板,SSE,L,19990623,
2973,600210,紫江企业,上海,广告包装,上海紫江企业集团股份有限公司,"Shanghai Zijiang Enterprise Group Co.,Ltd",zjqy,主板,SSE,L,19990824,
2974,600211,西藏药业,西藏,中成药,西藏诺迪康药业股份有限公司,Tibet Rhodiola Pharmaceutical Holding Co.,xzyy,主板,SSE,L,19990721,
2975,600212,绿能慧充,山东,电气设备,绿能慧充数字能源技术股份有限公司,"Gresgying Digital Energy Technology Co.,Ltd",lnhc,主板,SSE,L,19990817,
2976,600213,亚星客车,江苏,汽车整车,扬州亚星客车股份有限公司,"Yangzhou Yaxing Motor Coach Co., Ltd.",yxkc,主板,SSE,L,19990831,
2977,600215,派斯林,吉林,专用机械,派斯林数字科技股份有限公司,"Paslin Digital Technology Co., Ltd.",psl,主板,SSE,L,19990909,
2978,600216,浙江医药,浙江,化学制药,浙江医药股份有限公司,"Zhejiang Medicine Co.,Ltd.",zjyy,主板,SSE,L,19991021,
2979,600217,中再资环,陕西,环境保护,中再资源环境股份有限公司,"China Resources and Environment Co.,Ltd.",zzzh,主板,SSE,L,19991216,
2980,600218,全柴动力,安徽,汽车配件,安徽全柴动力股份有限公司,"Anhui Quanchai Engine Co.,Ltd",qcdl,主板,SSE,L,19981203,
2981,600219,南山铝业,山东,铝,山东南山铝业股份有限公司,"Shandong Nanshan Aluminium Co., Ltd.",nsly,主板,SSE,L,19991223,
2982,600220,江苏阳光,江苏,纺织,江苏阳光股份有限公司,"Jiangsu Sunshine Co.,Ltd.",jsyg,主板,SSE,L,19990927,
2983,600221,海航控股,海南,空运,海南航空控股股份有限公司,"Hainan Airlines Holding Co., Ltd.",hhkg,主板,SSE,L,19991125,
2984,600222,太龙药业,河南,中成药,河南太龙药业股份有限公司,"Henan Taloph Pharmaceutical Stock Co.,Ltd",tlyy,主板,SSE,L,19991105,
2985,600223,福瑞达,山东,区域地产,鲁商福瑞达医药股份有限公司,"Lushang Freda Pharmaceutical Co.,Ltd.",frd,主板,SSE,L,20000113,
2986,600225,卓朗科技,天津,软件服务,天津卓朗信息科技股份有限公司,"Tianjintroila Information Technology Co.,Ltd.",zlkj,主板,SSE,L,20000127,
2987,600226,瀚叶股份,浙江,供气供热,浙江瀚叶股份有限公司,"Zhejiang Hugeleaf Co.,Ltd.",hygf,主板,SSE,L,19991116,
2988,600227,赤天化,贵州,农药化肥,贵州赤天化股份有限公司,"Guizhou Chitianhua Co.,Ltd.",cth,主板,SSE,L,20000221,
2989,600228,返利科技,江西,互联网,返利网数字科技股份有限公司,"Fanli Digital Technology Co., Ltd",flkj,主板,SSE,L,19990119,
2990,600229,城市传媒,山东,出版业,青岛城市传媒股份有限公司,"Qingdao Citymedia Co., Ltd.",cscm,主板,SSE,L,20000309,
2991,600230,沧州大化,河北,化工原料,沧州大化股份有限公司,"Cangzhou Dahua Co.,Ltd",czdh,主板,SSE,L,20000406,
2992,600231,凌钢股份,辽宁,普钢,凌源钢铁股份有限公司,"Lingyuan Iron & Steel Co.,Ltd.",lggf,主板,SSE,L,20000511,
2993,600232,金鹰股份,浙江,纺织,浙江金鹰股份有限公司,"Zhejiang Golden Eagle Co.,Ltd.",jygf,主板,SSE,L,20000602,
2994,600233,圆通速递,辽宁,仓储物流,圆通速递股份有限公司,"YTO Express Group Co.,Ltd.",ytsd,主板,SSE,L,20000608,
2995,600234,科新发展,山西,装修装饰,山西科新发展股份有限公司,"Kexin Development Co.,Ltd,Shanxi",kxfz,主板,SSE,L,20000615,
